FIELD,Patients,Cases,Mean_Dice,Median_Dice,Mean_HD95_mm,Median_HD95_mm
1.5,52,104,0.9224906623054624,0.9298913436333077,4.660903995697481,2.3201593124714908
3.0,3,6,0.919086503657245,0.9368101444030136,3.1142076012783684,1.9336503446102142
